len_s,len_t,measuring,where,key,value
100000000,500000,wlseq,ms,1261,1
100000000,500000,wlseq,ms,1263,1
100000000,500000,wlseq,ms,1266,1
100000000,500000,wlseq,ms,1275,1
100000000,500000,wlseq,ms,1279,1
100000000,500000,wlseq,ms,1286,1
100000000,500000,wlseq,ms,1292,2
100000000,500000,wlseq,ms,1294,1
100000000,500000,wlseq,ms,1298,1
100000000,500000,wlseq,ms,1305,1
100000000,500000,wlseq,ms,1320,2
100000000,500000,wlseq,ms,1333,1
100000000,500000,wlseq,ms,1336,1
100000000,500000,wlseq,ms,1347,1
100000000,500000,wlseq,ms,1349,2
100000000,500000,wlseq,ms,1360,1
100000000,500000,wlseq,ms,1361,1
100000000,500000,wlseq,ms,1365,1
100000000,500000,wlseq,ms,1374,1
100000000,500000,wlseq,ms,1382,1
100000000,500000,wlseq,ms,1389,1
100000000,500000,wlseq,ms,1395,1
100000000,500000,wlseq,ms,1403,1
100000000,500000,wlseq,ms,1422,1
100000000,500000,wlseq,ms,1433,1
100000000,500000,wlseq,ms,1435,1
100000000,500000,wlseq,ms,1455,1
100000000,500000,wlseq,ms,1486,1
100000000,500000,wlseq,ms,1503,1
100000000,500000,wlseq,ms,1538,1
100000000,500000,wlseq,ms,1545,1
100000000,500000,wlseq,ms,1565,1
100000000,500000,wlseq,ms,1568,1
100000000,500000,wlseq,ms,1602,1
100000000,500000,wlseq,ms,1608,1
100000000,500000,wlseq,ms,1615,1
100000000,500000,wlseq,ms,1641,1
100000000,500000,wlseq,ms,1642,1
100000000,500000,wlseq,ms,1645,1
100000000,500000,wlseq,ms,1649,1
100000000,500000,wlseq,ms,1672,1
100000000,500000,wlseq,ms,1682,1
100000000,500000,wlseq,ms,1694,1
100000000,500000,wlseq,ms,1710,1
100000000,500000,wlseq,ms,1748,1
100000000,500000,wlseq,ms,1752,2
100000000,500000,wlseq,ms,1755,1
100000000,500000,wlseq,ms,1778,1
100000000,500000,wlseq,ms,1804,1
100000000,500000,wlseq,ms,1873,1
100000000,500000,wlseq,ms,1903,1
100000000,500000,wlseq,ms,1906,1
100000000,500000,wlseq,ms,1911,1
100000000,500000,wlseq,ms,1925,2
100000000,500000,wlseq,ms,1951,1
100000000,500000,wlseq,ms,2001,1
100000000,500000,wlseq,ms,2007,1
100000000,500000,wlseq,ms,2060,1
100000000,500000,wlseq,ms,2062,1
100000000,500000,wlseq,ms,2077,1
100000000,500000,wlseq,ms,2123,1
100000000,500000,wlseq,ms,2144,1
100000000,500000,wlseq,ms,2161,1
100000000,500000,wlseq,ms,2176,1
100000000,500000,wlseq,ms,2180,1
100000000,500000,wlseq,ms,2284,2
100000000,500000,wlseq,ms,2304,1
100000000,500000,wlseq,ms,2363,1
100000000,500000,wlseq,ms,2370,1
100000000,500000,wlseq,ms,2476,1
100000000,500000,wlseq,ms,2485,1
100000000,500000,wlseq,ms,2507,1
100000000,500000,wlseq,ms,2605,1
100000000,500000,wlseq,ms,2623,1
100000000,500000,wlseq,ms,2683,1
100000000,500000,wlseq,ms,2725,1
100000000,500000,wlseq,ms,2737,1
100000000,500000,wlseq,ms,2822,1
100000000,500000,wlseq,ms,2831,1
100000000,500000,wlseq,ms,2841,1
100000000,500000,wlseq,ms,2847,1
100000000,500000,wlseq,ms,2857,1
100000000,500000,wlseq,ms,2927,1
100000000,500000,wlseq,ms,2983,1
100000000,500000,wlseq,ms,3017,1
100000000,500000,wlseq,ms,3029,1
100000000,500000,wlseq,ms,3112,1
100000000,500000,wlseq,ms,3117,1
100000000,500000,wlseq,ms,3193,1
100000000,500000,wlseq,ms,3242,1
100000000,500000,wlseq,ms,3500,1
100000000,500000,wlseq,ms,3557,1
100000000,500000,wlseq,ms,3668,1
100000000,500000,wlseq,ms,3785,1
100000000,500000,wlseq,ms,3799,1
100000000,500000,wlseq,ms,3893,1
100000000,500000,wlseq,ms,3939,1
100000000,500000,wlseq,ms,4304,1
100000000,500000,wlseq,ms,4391,1
100000000,500000,wlseq,ms,5082,1
